ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,PTRATIO,MEDV,CAT. MEDV,CRIM_log,TAX_log,LSTAT_log,ZN_desc,INDUS_desc,CHAS_desc,NOX_desc,RM_desc,AGE_desc,DIS_desc,RAD_desc,PTRATIO_desc,MEDV_desc,CAT. MEDV_desc,CRIM_log_desc,TAX_log_desc,LSTAT_log_desc
0.0,18.1,0,0.693,5.852,77.8,1.5004,24,20.2,6.3,0,2.3095248322041675,6.502790045915623,3.4330189939851112,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.693,5.987,100.0,1.5888,24,20.2,5.6,0,2.3095248322041675,6.502790045915623,3.323956301318708,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.693,6.343,100.0,1.5741,24,20.2,7.2,0,2.3095248322041675,6.502790045915623,3.059645599297644,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.693,6.404,100.0,1.639,24,20.2,12.1,0,2.3095248322041675,6.502790045915623,3.0591764461105257,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.693,5.349,96.0,1.7028,24,20.2,8.3,0,2.3095248322041675,6.502790045915623,3.033509637888021,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.693,5.531,85.4,1.6074,24,20.2,8.5,0,2.3095248322041675,6.502790045915623,3.3456846717318967,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.693,5.683,100.0,1.4254,24,20.2,5.0624999999999964,0,2.3095248322041675,6.502790045915623,3.177220149599368,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.659,4.778499999999999,100.0,1.1781,24,20.2,11.9,0,2.3095248322041675,6.502790045915623,3.1921210875593813,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.659,5.608,100.0,1.2852,24,20.2,27.9,0,2.3095248322041675,6.502790045915623,2.574899688314705,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.597,5.617,97.9,1.4547,24,20.2,17.2,0,2.1286946938918567,6.502790045915623,3.310543013394025,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.597,6.852,100.0,1.4655,24,20.2,27.5,0,2.3095248322041675,6.502790045915623,3.0339909856710814,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.597,5.757,100.0,1.413,24,20.2,15.0,0,2.3095248322041675,6.502790045915623,2.4078456036515385,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.597,6.657,100.0,1.5275,24,20.2,17.2,0,2.3095248322041675,6.502790045915623,3.100992784211484,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
0.0,18.1,0,0.597,4.778499999999999,100.0,1.5539,24,20.2,17.9,0,2.3095248322041675,6.502790045915623,3.495370551679405,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
